id_act_tra,nom_con,num_ide,no_act_tra,fec_pub
804,Transportes del Norte 93,42410726-3,ACT-3976-84,2023-04-13
805,Rutas Directas 81,95994859-8,ACT-3195-47,2023-12-19
806,Cargas Nacionales 9,33008839-6,ACT-7724-62,2023-08-11
807,Transporte Economico 63,50699649-5,ACT-3183-15,2023-04-15
808,Transportes del Norte 2,75622915-9,ACT-6499-50,2023-02-16
809,Transporte Economico 9,75494667-5,ACT-7848-14,2023-09-04
810,Logistica Nacional 51,77933678-6,ACT-2446-38,2023-08-18
811,Transporte Rapido 74,57553053-2,ACT-7572-29,2023-03-15
812,Envios Seguros 98,88719462-4,ACT-8069-20,2023-02-12
813,Rutas y Cargas 3,25311934-2,ACT-8389-39,2023-07-22
814,Logistica Express 93,97054609-9,ACT-2413-81,2023-06-30
815,Servicios Viales 26,73874623-5,ACT-8881-52,2023-01-03
816,Transportes del Norte 31,52234113-7,ACT-6571-42,2023-11-02
817,Viajes y Cargas 37,11810569-6,ACT-4190-46,2023-06-16
818,Envios Seguros 26,26316377-8,ACT-8185-98,2023-02-27
819,Logistica Nacional 47,71079494-8,ACT-5424-76,2023-03-17
820,Transporte Rapido 14,81240302-1,ACT-7110-34,2023-05-17
821,Transporte Economico 49,51855680-3,ACT-8565-95,2023-07-30
822,Transportes del Norte 99,78493162-1,ACT-6778-68,2023-12-20
823,Servicios Viales 4,87656341-9,ACT-4725-76,2023-10-14
824,Logistica Nacional 86,24999107-9,ACT-8046-76,2023-11-19
825,Envia Facil 23,72649079-3,ACT-1894-98,2023-08-19
826,Logistica Nacional 93,77299629-8,ACT-7567-56,2023-11-29
827,Logistica Express 51,85692975-2,ACT-5083-68,2023-06-16
828,Viajes y Cargas 32,87320517-1,ACT-1047-66,2023-11-17
829,Transporte Urbano 64,41901458-1,ACT-6621-24,2023-10-05
830,Envia Facil 92,96846339-1,ACT-6901-48,2023-04-20
831,Logistica Express 31,66711059-8,ACT-3614-84,2023-08-30
832,Viajes y Cargas 44,30766652-1,ACT-7574-53,2023-12-12
833,Conexion Vial 11,59658378-3,ACT-5524-22,2023-05-31
834,Logistica Express 54,35899488-4,ACT-5874-33,2023-04-22
835,Logistica Nacional 45,74734409-6,ACT-7114-99,2023-12-02
836,Transportes del Norte 42,94628565-7,ACT-5114-72,2023-04-05
837,Cargas Nacionales 50,24128570-2,ACT-4886-66,2023-05-01
838,Conexion Vial 36,29434324-8,ACT-6207-60,2023-08-23
839,Logistica Nacional 91,20213280-9,ACT-8338-76,2023-06-01
840,Transportes del Norte 71,93062888-2,ACT-6079-63,2023-02-27
841,Express Nacional 9,70705919-6,ACT-5655-45,2023-08-06
842,Envios Seguros 84,15378707-5,ACT-3910-54,2023-05-23
843,Servicios de Transporte 86,46653084-9,ACT-8852-74,2023-08-21
844,Rapido y Seguro 54,86830142-3,ACT-7739-47,2023-09-28
845,Rapido y Seguro 60,51912272-5,ACT-6305-32,2023-04-01
846,Fletes Seguros 68,38339539-4,ACT-6801-38,2023-10-27
847,Movilizacion Segura 43,21471585-6,ACT-3463-54,2023-04-20
848,Transporte Economico 40,72094317-8,ACT-3989-94,2023-08-16
849,Cargas Nacionales 27,55877973-8,ACT-1114-26,2023-02-03
850,Express Nacional 50,12951266-7,ACT-1814-78,2023-09-19
851,Envios Seguros 85,26156625-7,ACT-1956-33,2023-06-07
852,Envia Facil 48,47022536-6,ACT-6912-81,2023-11-05
853,Conexion Vial 98,37397207-7,ACT-1278-90,2023-09-22
854,Viajes y Cargas 76,65790536-9,ACT-7944-87,2023-08-26
855,Cargas Express 32,96564922-3,ACT-6982-65,2023-07-11
856,Cargas Express 60,80281623-6,ACT-5232-73,2023-01-17
857,Transportes del Norte 98,24903207-1,ACT-4089-30,2023-10-27
858,Movilizacion Segura 53,18169198-1,ACT-9636-25,2023-12-14
859,Logistica Express 92,73033312-8,ACT-3326-54,2023-03-28
860,Movilizacion Segura 95,72974771-8,ACT-6356-98,2023-10-10
861,Fletes Seguros 5,10608372-4,ACT-6861-48,2023-06-12
862,Transporte Rapido 55,36070905-8,ACT-5581-54,2023-02-21
863,Viajes y Cargas 53,18203528-4,ACT-1741-79,2023-01-08
864,Transporte Economico 31,99644190-5,ACT-3922-82,2023-10-21
865,Transportes del Norte 38,56155569-8,ACT-8787-78,2023-03-12
866,Transporte Urbano 42,45333913-6,ACT-3115-77,2023-12-29
867,Conexion Vial 63,54491653-9,ACT-3229-53,2023-01-03
868,Movilizacion Segura 90,75319323-4,ACT-3458-37,2023-05-30
869,Servicios de Transporte 9,92110564-9,ACT-9027-28,2023-10-18
870,Viajes y Cargas 96,32524007-5,ACT-3558-86,2023-12-14
871,Rapido y Seguro 11,59602684-1,ACT-9447-39,2023-07-19
872,Rutas y Cargas 56,78972699-3,ACT-1899-76,2023-06-14
873,Transporte Economico 24,15933059-1,ACT-5453-38,2023-09-05
874,Transporte Rapido 76,68253707-7,ACT-4360-62,2023-06-08
875,Conexion Vial 24,85050342-8,ACT-2657-10,2023-03-20
876,Logistica Nacional 67,75951178-6,ACT-8480-15,2023-09-21
877,Conexion Vial 49,47500464-7,ACT-1187-92,2023-08-23
878,Conexion Vial 10,36024146-5,ACT-3548-27,2023-12-10
879,Servicios Viales 82,58353124-5,ACT-1433-82,2023-11-26
880,Envia Facil 37,24703183-6,ACT-3993-11,2023-05-18
881,Fletes Seguros 70,31452835-2,ACT-8595-98,2023-01-01
882,Transporte Rapido 68,40748797-9,ACT-3909-46,2023-04-17
883,Viajes y Cargas 92,68504298-3,ACT-3391-67,2023-06-27
884,Rutas y Cargas 44,66313480-1,ACT-2547-27,2023-02-20
885,Rutas Directas 60,52179036-6,ACT-4752-65,2023-10-22
886,Logistica Nacional 88,65106422-9,ACT-6328-34,2023-01-13
887,Transporte Economico 41,24933687-1,ACT-9593-61,2023-11-17
888,Rapido y Seguro 92,35306414-4,ACT-5296-12,2023-09-19
889,Rutas y Cargas 3,68415249-8,ACT-3890-51,2023-03-03
890,Transportes del Norte 30,91486451-4,ACT-4278-60,2023-11-13
891,Rapido y Seguro 76,85359777-2,ACT-3886-96,2023-08-30
892,Envia Facil 79,28606371-1,ACT-6370-57,2023-04-30
893,Envios Seguros 62,67743115-6,ACT-8952-45,2023-08-26
894,Rapido y Seguro 48,43537687-1,ACT-8570-96,2023-11-09
895,Transporte Urbano 76,19015206-8,ACT-3016-18,2023-06-15
896,Rapido y Seguro 55,32588811-8,ACT-3790-64,2023-03-14
897,Transporte Rapido 75,57220914-8,ACT-2641-46,2023-02-27
898,Logistica Nacional 99,22694436-6,ACT-9547-53,2023-04-24
899,Fletes Seguros 75,87969841-5,ACT-6369-62,2023-08-06
900,Transporte Economico 30,66899973-5,ACT-6717-58,2023-06-02
901,Servicios de Transporte 51,41538108-8,ACT-2453-28,2023-08-15
902,Conexion Vial 20,94139848-6,ACT-2811-14,2023-01-26
903,Transporte Urbano 43,92249018-6,ACT-5729-89,2023-02-09
904,Logistica Nacional 69,41577231-9,ACT-5223-44,2023-04-09
905,Transporte Rapido 47,77136332-4,ACT-2311-33,2023-06-07
906,Transporte Rapido 67,89123928-3,ACT-7077-57,2023-08-24
907,Logistica Nacional 99,96291355-8,ACT-3342-77,2023-05-18
908,Envia Facil 80,80101238-4,ACT-5520-34,2023-12-21
909,Rutas Directas 43,69971472-2,ACT-1849-37,2023-11-20
910,Cargas Nacionales 76,70772231-4,ACT-2554-65,2023-01-21
911,Servicios Viales 57,94103094-1,ACT-2086-81,2023-10-12
912,Movilizacion Segura 7,65925746-3,ACT-4998-75,2023-08-23
913,Cargas Nacionales 37,27615117-5,ACT-1307-17,2023-05-05
914,Logistica Nacional 47,27047331-5,ACT-3647-64,2023-04-06
915,Transportes del Norte 10,18406371-4,ACT-7618-43,2023-01-19
916,Viajes y Cargas 20,61837363-1,ACT-4882-87,2023-04-11
917,Transporte Rapido 50,78971096-7,ACT-8989-12,2023-11-06
918,Envios Seguros 67,48448103-7,ACT-8228-67,2023-07-07
919,Rapido y Seguro 93,53470841-5,ACT-4953-37,2023-11-02
920,Servicios Viales 54,24190226-6,ACT-2033-44,2023-06-17
921,Logistica Express 25,98305592-8,ACT-7210-86,2023-10-07
922,Logistica Express 88,53471362-8,ACT-3765-47,2023-08-24
923,Movilizacion Segura 98,73226060-2,ACT-2606-54,2023-01-19
924,Servicios Viales 8,64389590-7,ACT-5124-89,2023-04-03
925,Logistica Express 44,46986325-3,ACT-9258-86,2023-10-24
926,Servicios de Transporte 34,81799714-4,ACT-5683-51,2023-07-31
927,Envia Facil 37,24212962-3,ACT-4685-98,2023-08-07
928,Servicios de Transporte 51,91626743-8,ACT-2892-98,2023-10-24
929,Transporte Urbano 78,72167493-7,ACT-8191-50,2023-06-02
930,Cargas Express 31,32341880-8,ACT-6413-10,2023-06-13
931,Conexion Vial 5,97380947-7,ACT-3658-23,2023-02-01
932,Movilizacion Segura 46,10481240-3,ACT-7030-76,2023-04-09
933,Servicios Viales 87,78002536-2,ACT-1342-10,2023-11-07
934,Envios Seguros 46,72933057-2,ACT-2078-12,2023-07-25
935,Envios Seguros 61,46922168-4,ACT-6192-85,2023-09-21
936,Fletes Seguros 86,94428427-2,ACT-6608-66,2023-06-11
937,Transportes del Norte 13,56904170-1,ACT-6067-96,2023-06-17
938,Movilizacion Segura 56,54101510-8,ACT-6600-11,2023-07-14
939,Viajes y Cargas 35,11759579-3,ACT-3285-17,2023-06-27
940,Logistica Express 34,60079936-4,ACT-2379-53,2023-11-05
941,Rapido y Seguro 34,55632872-7,ACT-4871-39,2023-03-21
942,Conexion Vial 84,15986966-2,ACT-6659-96,2023-08-17
943,Transporte Economico 41,27139040-8,ACT-6662-69,2023-09-25
944,Transporte Rapido 42,54330431-3,ACT-9732-73,2023-07-18
945,Envia Facil 50,48962854-3,ACT-5371-32,2023-03-12
946,Servicios Viales 4,85661871-7,ACT-5981-92,2023-02-21
947,Servicios Viales 44,86753803-2,ACT-9760-38,2023-03-12
948,Rapido y Seguro 9,85267936-4,ACT-2768-95,2023-12-24
949,Transporte Urbano 46,89662858-8,ACT-1581-88,2023-01-21
950,Servicios Viales 84,39358437-4,ACT-5455-26,2023-03-26
951,Transporte Economico 16,10656489-4,ACT-2182-82,2023-08-07
952,Viajes y Cargas 36,22974962-5,ACT-7516-21,2023-02-21
953,Servicios Viales 58,50014176-6,ACT-3421-18,2023-05-23
954,Logistica Nacional 34,48943243-8,ACT-9327-83,2023-09-24
955,Viajes y Cargas 6,66978397-4,ACT-6701-94,2023-07-03
956,Logistica Express 61,61268185-5,ACT-9595-12,2023-02-07
957,Cargas Nacionales 50,96014689-7,ACT-6270-17,2023-10-09
958,Cargas Express 71,33630081-4,ACT-9407-66,2023-01-05
959,Viajes y Cargas 21,31053605-4,ACT-9867-67,2023-02-21
960,Transporte Urbano 94,96040670-2,ACT-4985-23,2023-07-31
961,Logistica Nacional 47,52533617-5,ACT-6783-27,2023-05-03
962,Cargas Nacionales 94,51100932-4,ACT-6832-13,2023-01-26
963,Rutas y Cargas 99,15675344-1,ACT-2737-39,2023-05-05
964,Servicios Viales 11,40383971-5,ACT-1139-14,2023-03-20
965,Servicios Viales 70,68868730-9,ACT-3072-36,2023-03-11
966,Express Nacional 22,79525795-7,ACT-8529-50,2023-11-12
967,Cargas Nacionales 84,79534444-3,ACT-5384-70,2023-02-03
968,Rutas Directas 78,19849533-3,ACT-7883-32,2023-02-20
969,Servicios Viales 11,11817709-1,ACT-4797-64,2023-05-20
970,Transporte Economico 64,87518208-5,ACT-8449-97,2023-02-17
971,Cargas Express 52,60862380-7,ACT-7328-35,2023-11-05
972,Rutas Directas 60,65173460-4,ACT-5130-53,2023-08-16
973,Rapido y Seguro 59,83964680-2,ACT-4538-60,2023-01-28
974,Transportes del Norte 97,45829406-5,ACT-7958-73,2023-03-07
975,Transporte Urbano 9,84439248-9,ACT-9528-79,2023-11-07
976,Servicios Viales 91,25872526-9,ACT-6139-37,2023-02-06
977,Movilizacion Segura 19,54846423-1,ACT-9668-37,2023-07-25
978,Fletes Seguros 53,79607002-2,ACT-8506-66,2023-04-23
979,Rutas y Cargas 54,35595172-8,ACT-4878-13,2023-11-04
980,Transportes del Norte 10,46970984-7,ACT-4220-17,2023-04-29
981,Cargas Express 3,63499724-1,ACT-4185-79,2023-03-05
982,Express Nacional 7,56734640-3,ACT-8179-32,2023-03-13
983,Fletes Seguros 70,75958043-8,ACT-5549-58,2023-11-15
984,Servicios de Transporte 8,35664542-6,ACT-4323-87,2023-01-23
985,Transporte Rapido 86,48851803-6,ACT-7470-56,2023-03-06
986,Conexion Vial 12,10640214-7,ACT-8007-92,2023-09-06
987,Envios Seguros 34,99695406-6,ACT-4362-89,2023-04-06
988,Movilizacion Segura 86,12740392-1,ACT-5678-29,2023-11-07
989,Transporte Economico 21,23173257-2,ACT-5680-36,2023-04-29
990,Rutas y Cargas 26,71281945-4,ACT-3327-42,2023-12-14
991,Movilizacion Segura 22,10248594-3,ACT-8537-39,2023-10-22
992,Servicios Viales 62,13420142-5,ACT-4049-85,2023-12-24
993,Movilizacion Segura 62,47022165-4,ACT-8832-87,2023-06-01
994,Viajes y Cargas 31,54504455-5,ACT-2836-66,2023-07-02
995,Rutas Directas 45,11065930-4,ACT-8958-81,2023-03-18
996,Rutas y Cargas 24,80721967-5,ACT-6697-43,2023-08-23
997,Conexion Vial 11,91441727-5,ACT-7031-30,2023-01-15
998,Rutas Directas 98,75431168-4,ACT-5614-50,2023-04-01
999,Envios Seguros 82,25789690-6,ACT-3729-64,2023-04-19
1000,Cargas Express 99,64561818-1,ACT-7266-81,2023-06-30
